,accession,name,chemical_formula,average_molecular_weight,monisotopic_molecular_weight,iupac_name,traditional_iupac,cas_registry_number,smiles,inchi,inchikey
2272,HMDB0047081,TG(24:0/18:0/18:1(9Z)),C63H120O6,973.647,972.908491584,(2S)-3-[(9Z)-octadec-9-enoyloxy]-2-(octadecanoyloxy)propyl tetracosanoate,(2S)-3-[(9Z)-octadec-9-enoyloxy]-2-(octadecanoyloxy)propyl tetracosanoate,Nah,[H][C@](COC(=O)CCCCCCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC,"InChI=1S/C63H120O6/c1-4-7-10-13-16-19-22-25-28-29-30-31-32-33-36-38-41-44-47-50-53-56-62(65)68-59-60(69-63(66)57-54-51-48-45-42-39-35-27-24-21-18-15-12-9-6-3)58-67-61(64)55-52-49-46-43-40-37-34-26-23-20-17-14-11-8-5-2/h26,34,60H,4-25,27-33,35-59H2,1-3H3/b34-26-/t60-/m1/s1",XZEKHDQNQNUYCG-LTLOUOCESA-N
2273,HMDB0047086,"TG(24:0/18:0/18:2(9Z,12Z))",C63H118O6,971.631,970.89284152,"(2S)-3-[(9Z,12Z)-octadeca-9,12-dienoyloxy]-2-(octadecanoyloxy)propyl tetracosanoate","(2S)-3-[(9Z,12Z)-octadeca-9,12-dienoyloxy]-2-(octadecanoyloxy)propyl tetracosanoate",Nah,[H][C@](COC(=O)CCCCCCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCCCCCCCCCCCCCCC,"InChI=1S/C63H118O6/c1-4-7-10-13-16-19-22-25-28-29-30-31-32-33-36-38-41-44-47-50-53-56-62(65)68-59-60(69-63(66)57-54-51-48-45-42-39-35-27-24-21-18-15-12-9-6-3)58-67-61(64)55-52-49-46-43-40-37-34-26-23-20-17-14-11-8-5-2/h17,20,26,34,60H,4-16,18-19,21-25,27-33,35-59H2,1-3H3/b20-17-,34-26-/t60-/m1/s1",CLPGGZLOXDCDRW-WFYVVMRGSA-N
2274,HMDB0047087,"TG(24:0/18:0/18:3(6Z,9Z,12Z))",C63H116O6,969.615,968.877191455,"(2S)-3-[(6Z,9Z,12Z)-octadeca-6,9,12-trienoyloxy]-2-(octadecanoyloxy)propyl tetracosanoate","(2S)-3-[(6Z,9Z,12Z)-octadeca-6,9,12-trienoyloxy]-2-(octadecanoyloxy)propyl tetracosanoate",Nah,[H][C@](COC(=O)CCCCCCCCCCCCCCCCCCCCCCC)(COC(=O)CCCC\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCCCCCCCCCCCCCCCC,"InChI=1S/C63H116O6/c1-4-7-10-13-16-19-22-25-28-29-30-31-32-33-36-38-41-44-47-50-53-56-62(65)68-59-60(69-63(66)57-54-51-48-45-42-39-35-27-24-21-18-15-12-9-6-3)58-67-61(64)55-52-49-46-43-40-37-34-26-23-20-17-14-11-8-5-2/h17,20,26,34,40,43,60H,4-16,18-19,21-25,27-33,35-39,41-42,44-59H2,1-3H3/b20-17-,34-26-,43-40-/t60-/m1/s1",GIPQJGVRFPTGNE-LRSIYDEUSA-N
2275,HMDB0047094,"TG(24:0/18:0/18:3(9Z,12Z,15Z))",C63H116O6,969.615,968.877191455,"(2S)-3-[(9Z,12Z,15Z)-octadeca-9,12,15-trienoyloxy]-2-(octadecanoyloxy)propyl tetracosanoate","(2S)-3-[(9Z,12Z,15Z)-octadeca-9,12,15-trienoyloxy]-2-(octadecanoyloxy)propyl tetracosanoate",Nah,[H][C@](COC(=O)CCCCCCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCCCCCCCCCCCCC,"InChI=1S/C63H116O6/c1-4-7-10-13-16-19-22-25-28-29-30-31-32-33-36-38-41-44-47-50-53-56-62(65)68-59-60(69-63(66)57-54-51-48-45-42-39-35-27-24-21-18-15-12-9-6-3)58-67-61(64)55-52-49-46-43-40-37-34-26-23-20-17-14-11-8-5-2/h8,11,17,20,26,34,60H,4-7,9-10,12-16,18-19,21-25,27-33,35-59H2,1-3H3/b11-8-,20-17-,34-26-/t60-/m1/s1",URBAOCZNEPINCX-UDMQSNSMSA-N
2276,HMDB0047095,"TG(24:0/18:0/18:4(6Z,9Z,12Z,15Z))",C63H114O6,967.599,966.861541391,"(2S)-3-[(6Z,9Z,12Z,15Z)-octadeca-6,9,12,15-tetraenoyloxy]-2-(octadecanoyloxy)propyl tetracosanoate","(2S)-3-[(6Z,9Z,12Z,15Z)-octadeca-6,9,12,15-tetraenoyloxy]-2-(octadecanoyloxy)propyl tetracosanoate",Nah,[H][C@](COC(=O)CCCCCCCCCCCCCCCCCCCCCCC)(COC(=O)CCCC\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCCCCCCCCCCCCC,"InChI=1S/C63H114O6/c1-4-7-10-13-16-19-22-25-28-29-30-31-32-33-36-38-41-44-47-50-53-56-62(65)68-59-60(69-63(66)57-54-51-48-45-42-39-35-27-24-21-18-15-12-9-6-3)58-67-61(64)55-52-49-46-43-40-37-34-26-23-20-17-14-11-8-5-2/h8,11,17,20,26,34,40,43,60H,4-7,9-10,12-16,18-19,21-25,27-33,35-39,41-42,44-59H2,1-3H3/b11-8-,20-17-,34-26-,43-40-/t60-/m1/s1",OBQQBOPIPFQDPJ-BVKAFERTSA-N
2277,HMDB0047103,TG(24:0/20:0/16:1(9Z)),C63H120O6,973.647,972.908491584,(2S)-3-[(9Z)-hexadec-9-enoyloxy]-2-(icosanoyloxy)propyl tetracosanoate,(2S)-3-[(9Z)-hexadec-9-enoyloxy]-2-(icosanoyloxy)propyl tetracosanoate,Nah,[H][C@](COC(=O)CCCCCCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCCCCCCCCCCCCCC,"InChI=1S/C63H120O6/c1-4-7-10-13-16-19-22-25-27-29-30-31-32-34-35-38-41-44-47-50-53-56-62(65)68-59-60(58-67-61(64)55-52-49-46-43-40-37-24-21-18-15-12-9-6-3)69-63(66)57-54-51-48-45-42-39-36-33-28-26-23-20-17-14-11-8-5-2/h21,24,60H,4-20,22-23,25-59H2,1-3H3/b24-21-/t60-/m1/s1",XXHFTCACPARCGZ-RXNSVRMPSA-N
2278,HMDB0047126,TG(24:0/22:0/14:1(9Z)),C63H120O6,973.647,972.908491584,(2S)-2-(docosanoyloxy)-3-[(9Z)-tetradec-9-enoyloxy]propyl tetracosanoate,(2S)-2-(docosanoyloxy)-3-[(9Z)-tetradec-9-enoyloxy]propyl tetracosanoate,Nah,[H][C@](COC(=O)CCCCCCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/CCCC)OC(=O)CCCCCCCCCCCCCCCCCCCCC,"InChI=1S/C63H120O6/c1-4-7-10-13-16-19-22-24-26-28-30-31-33-34-36-38-41-44-47-50-53-56-62(65)68-59-60(58-67-61(64)55-52-49-46-43-40-21-18-15-12-9-6-3)69-63(66)57-54-51-48-45-42-39-37-35-32-29-27-25-23-20-17-14-11-8-5-2/h15,18,60H,4-14,16-17,19-59H2,1-3H3/b18-15-/t60-/m1/s1",FWVLOXKUQLDETR-UMYTVORISA-N
2279,HMDB0047176,TG(24:0/14:1(9Z)/18:1(11Z)),C59H110O6,915.523,914.830241262,(2S)-3-[(11Z)-octadec-11-enoyloxy]-2-[(9Z)-tetradec-9-enoyloxy]propyl tetracosanoate,(2S)-3-[(11Z)-octadec-11-enoyloxy]-2-[(9Z)-tetradec-9-enoyloxy]propyl tetracosanoate,Nah,[H][C@](COC(=O)CCCCCCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCC\C=C/CCCC,"InChI=1S/C59H110O6/c1-4-7-10-13-16-19-22-24-26-27-28-29-30-31-33-35-38-40-43-46-49-52-58(61)64-55-56(65-59(62)53-50-47-44-41-36-21-18-15-12-9-6-3)54-63-57(60)51-48-45-42-39-37-34-32-25-23-20-17-14-11-8-5-2/h15,18,20,23,56H,4-14,16-17,19,21-22,24-55H2,1-3H3/b18-15-,23-20-/t56-/m1/s1",JCOOWXXKIVGLLZ-MCIXCOEMSA-N
2280,HMDB0047177,TG(24:0/14:1(9Z)/18:1(9Z)),C59H110O6,915.523,914.830241262,(2S)-3-[(9Z)-octadec-9-enoyloxy]-2-[(9Z)-tetradec-9-enoyloxy]propyl tetracosanoate,(2S)-3-[(9Z)-octadec-9-enoyloxy]-2-[(9Z)-tetradec-9-enoyloxy]propyl tetracosanoate,Nah,[H][C@](COC(=O)CCCCCCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCC\C=C/CCCC,"InChI=1S/C59H110O6/c1-4-7-10-13-16-19-22-24-26-27-28-29-30-31-33-35-38-40-43-46-49-52-58(61)64-55-56(65-59(62)53-50-47-44-41-36-21-18-15-12-9-6-3)54-63-57(60)51-48-45-42-39-37-34-32-25-23-20-17-14-11-8-5-2/h15,18,25,32,56H,4-14,16-17,19-24,26-31,33-55H2,1-3H3/b18-15-,32-25-/t56-/m1/s1",XHAVMTLJTOZKKY-XXWNTSGZSA-N
2281,HMDB0047178,TG(24:0/14:1(9Z)/20:1(11Z)),C61H114O6,943.577,942.861541391,(2S)-3-[(11Z)-icos-11-enoyloxy]-2-[(9Z)-tetradec-9-enoyloxy]propyl tetracosanoate,(2S)-3-[(11Z)-icos-11-enoyloxy]-2-[(9Z)-tetradec-9-enoyloxy]propyl tetracosanoate,Nah,[H][C@](COC(=O)CCCCCCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCC\C=C/CCCC,"InChI=1S/C61H114O6/c1-4-7-10-13-16-19-22-24-26-28-29-30-31-33-35-37-40-42-45-48-51-54-60(63)66-57-58(67-61(64)55-52-49-46-43-38-21-18-15-12-9-6-3)56-65-59(62)53-50-47-44-41-39-36-34-32-27-25-23-20-17-14-11-8-5-2/h15,18,25,27,58H,4-14,16-17,19-24,26,28-57H2,1-3H3/b18-15-,27-25-/t58-/m1/s1",XXGCNFKQIMIEKF-XCYFVEGBSA-N
2282,HMDB0047179,"TG(24:0/14:1(9Z)/20:3(5Z,8Z,11Z))",C61H110O6,939.545,938.830241262,"(2S)-3-[(5Z,8Z,11Z)-icosa-5,8,11-trienoyloxy]-2-[(9Z)-tetradec-9-enoyloxy]propyl tetracosanoate","(2S)-3-[(5Z,8Z,11Z)-icosa-5,8,11-trienoyloxy]-2-[(9Z)-tetradec-9-enoyloxy]propyl tetracosanoate",Nah,[H][C@](COC(=O)CCCCCCCCCCCCCCCCCCCCCCC)(COC(=O)CCC\C=C/C\C=C/C\C=C/CCCCCCCC)OC(=O)CCCCCCC\C=C/CCCC,"InChI=1S/C61H110O6/c1-4-7-10-13-16-19-22-24-26-28-29-30-31-33-35-37-40-42-45-48-51-54-60(63)66-57-58(67-61(64)55-52-49-46-43-38-21-18-15-12-9-6-3)56-65-59(62)53-50-47-44-41-39-36-34-32-27-25-23-20-17-14-11-8-5-2/h15,18,25,27,34,36,41,44,58H,4-14,16-17,19-24,26,28-33,35,37-40,42-43,45-57H2,1-3H3/b18-15-,27-25-,36-34-,44-41-/t58-/m1/s1",UFISVPDSQMIDGI-KDBREOEUSA-N
2283,HMDB0047180,TG(24:0/14:1(9Z)/22:1(13Z)),C63H118O6,971.631,970.89284152,(2S)-3-[(13Z)-docos-13-enoyloxy]-2-[(9Z)-tetradec-9-enoyloxy]propyl tetracosanoate,(2S)-3-[(13Z)-docos-13-enoyloxy]-2-[(9Z)-tetradec-9-enoyloxy]propyl tetracosanoate,Nah,[H][C@](COC(=O)CCCCCCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCC\C=C/CCCC,"InChI=1S/C63H118O6/c1-4-7-10-13-16-19-22-24-26-28-30-31-33-35-37-39-42-44-47-50-53-56-62(65)68-59-60(69-63(66)57-54-51-48-45-40-21-18-15-12-9-6-3)58-67-61(64)55-52-49-46-43-41-38-36-34-32-29-27-25-23-20-17-14-11-8-5-2/h15,18,25,27,60H,4-14,16-17,19-24,26,28-59H2,1-3H3/b18-15-,27-25-/t60-/m1/s1",ABLVQVNHRJIDDA-NYMNXKKASA-N
2284,HMDB0047184,TG(24:0/14:1(9Z)/20:2n6),C61H112O6,941.561,940.845891326,"(2S)-3-[(11Z,14Z)-icosa-11,14-dienoyloxy]-2-[(9Z)-tetradec-9-enoyloxy]propyl tetracosanoate","(2S)-3-[(11Z,14Z)-icosa-11,14-dienoyloxy]-2-[(9Z)-tetradec-9-enoyloxy]propyl tetracosanoate",Nah,[H][C@](COC(=O)CCCCCCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCCCCC\C=C/CCCC,"InChI=1S/C61H112O6/c1-4-7-10-13-16-19-22-24-26-28-29-30-31-33-35-37-40-42-45-48-51-54-60(63)66-57-58(67-61(64)55-52-49-46-43-38-21-18-15-12-9-6-3)56-65-59(62)53-50-47-44-41-39-36-34-32-27-25-23-20-17-14-11-8-5-2/h15,17-18,20,25,27,58H,4-14,16,19,21-24,26,28-57H2,1-3H3/b18-15-,20-17-,27-25-/t58-/m1/s1",QBIXIQXOQCCVJI-QUIYVIRQSA-N
2285,HMDB0047185,TG(24:0/14:1(9Z)/20:3n6),C61H110O6,939.545,938.830241262,"(2S)-3-[(8Z,11Z,14Z)-icosa-8,11,14-trienoyloxy]-2-[(9Z)-tetradec-9-enoyloxy]propyl tetracosanoate","(2S)-3-[(8Z,11Z,14Z)-icosa-8,11,14-trienoyloxy]-2-[(9Z)-tetradec-9-enoyloxy]propyl tetracosanoate",Nah,[H][C@](COC(=O)CCCCCCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCC\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCCCCCC\C=C/CCCC,"InChI=1S/C61H110O6/c1-4-7-10-13-16-19-22-24-26-28-29-30-31-33-35-37-40-42-45-48-51-54-60(63)66-57-58(67-61(64)55-52-49-46-43-38-21-18-15-12-9-6-3)56-65-59(62)53-50-47-44-41-39-36-34-32-27-25-23-20-17-14-11-8-5-2/h15,17-18,20,25,27,34,36,58H,4-14,16,19,21-24,26,28-33,35,37-57H2,1-3H3/b18-15-,20-17-,27-25-,36-34-/t58-/m1/s1",XDOWEQFXTJXLQK-NQSQMGGWSA-N
2286,HMDB0047187,"TG(24:0/14:1(9Z)/22:2(13Z,16Z))",C63H116O6,969.615,968.877191455,"(2S)-3-[(13Z,16Z)-docosa-13,16-dienoyloxy]-2-[(9Z)-tetradec-9-enoyloxy]propyl tetracosanoate","(2S)-3-[(13Z,16Z)-docosa-13,16-dienoyloxy]-2-[(9Z)-tetradec-9-enoyloxy]propyl tetracosanoate",Nah,[H][C@](COC(=O)CCCCCCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCCCCC\C=C/CCCC,"InChI=1S/C63H116O6/c1-4-7-10-13-16-19-22-24-26-28-30-31-33-35-37-39-42-44-47-50-53-56-62(65)68-59-60(69-63(66)57-54-51-48-45-40-21-18-15-12-9-6-3)58-67-61(64)55-52-49-46-43-41-38-36-34-32-29-27-25-23-20-17-14-11-8-5-2/h15,17-18,20,25,27,60H,4-14,16,19,21-24,26,28-59H2,1-3H3/b18-15-,20-17-,27-25-/t60-/m1/s1",VQFSLGRGKYUSSR-RBAYELBESA-N
2287,HMDB0047188,"TG(24:0/14:1(9Z)/22:4(7Z,10Z,13Z,16Z))",C63H112O6,965.583,964.845891326,"(2S)-3-[(7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoyloxy]-2-[(9Z)-tetradec-9-enoyloxy]propyl tetracosanoate","(2S)-3-[(7Z,10Z,13Z,16Z)-docosa-7,10,13,16-tetraenoyloxy]-2-[(9Z)-tetradec-9-enoyloxy]propyl tetracosanoate",Nah,[H][C@](COC(=O)CCCCCCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCCCCCC\C=C/CCCC,"InChI=1S/C63H112O6/c1-4-7-10-13-16-19-22-24-26-28-30-31-33-35-37-39-42-44-47-50-53-56-62(65)68-59-60(69-63(66)57-54-51-48-45-40-21-18-15-12-9-6-3)58-67-61(64)55-52-49-46-43-41-38-36-34-32-29-27-25-23-20-17-14-11-8-5-2/h15,17-18,20,25,27,32,34,38,41,60H,4-14,16,19,21-24,26,28-31,33,35-37,39-40,42-59H2,1-3H3/b18-15-,20-17-,27-25-,34-32-,41-38-/t60-/m1/s1",VHXPQJFOLJPCQU-DXHUEQHBSA-N
2288,HMDB0047189,"TG(24:0/14:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z))",C63H110O6,963.567,962.830241262,"(2S)-3-[(4Z,7Z,10Z,13Z,16Z)-docosa-4,7,10,13,16-pentaenoyloxy]-2-[(9Z)-tetradec-9-enoyloxy]propyl tetracosanoate","(2S)-3-[(4Z,7Z,10Z,13Z,16Z)-docosa-4,7,10,13,16-pentaenoyloxy]-2-[(9Z)-tetradec-9-enoyloxy]propyl tetracosanoate",Nah,[H][C@](COC(=O)CCCCCCCCCCCCCCCCCCCCCCC)(COC(=O)CC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCCCCCC\C=C/CCCC,"InChI=1S/C63H110O6/c1-4-7-10-13-16-19-22-24-26-28-30-31-33-35-37-39-42-44-47-50-53-56-62(65)68-59-60(69-63(66)57-54-51-48-45-40-21-18-15-12-9-6-3)58-67-61(64)55-52-49-46-43-41-38-36-34-32-29-27-25-23-20-17-14-11-8-5-2/h15,17-18,20,25,27,32,34,38,41,46,49,60H,4-14,16,19,21-24,26,28-31,33,35-37,39-40,42-45,47-48,50-59H2,1-3H3/b18-15-,20-17-,27-25-,34-32-,41-38-,49-46-/t60-/m1/s1",DZKPWYXJQNAJRE-FVVCBLSCSA-N
2289,HMDB0047194,"TG(24:0/14:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))",C63H110O6,963.567,962.830241262,"(2S)-3-[(7Z,10Z,13Z,16Z,19Z)-docosa-7,10,13,16,19-pentaenoyloxy]-2-[(9Z)-tetradec-9-enoyloxy]propyl tetracosanoate","(2S)-3-[(7Z,10Z,13Z,16Z,19Z)-docosa-7,10,13,16,19-pentaenoyloxy]-2-[(9Z)-tetradec-9-enoyloxy]propyl tetracosanoate",Nah,[H][C@](COC(=O)CCCCCCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)OC(=O)CCCCCCC\C=C/CCCC,"InChI=1S/C63H110O6/c1-4-7-10-13-16-19-22-24-26-28-30-31-33-35-37-39-42-44-47-50-53-56-62(65)68-59-60(69-63(66)57-54-51-48-45-40-21-18-15-12-9-6-3)58-67-61(64)55-52-49-46-43-41-38-36-34-32-29-27-25-23-20-17-14-11-8-5-2/h8,11,15,17-18,20,25,27,32,34,38,41,60H,4-7,9-10,12-14,16,19,21-24,26,28-31,33,35-37,39-40,42-59H2,1-3H3/b11-8-,18-15-,20-17-,27-25-,34-32-,41-38-/t60-/m1/s1",BZZJVZIMQHLYFH-KQYNYONPSA-N
2290,HMDB0047196,TG(24:0/14:1(9Z)/O-18:0),C59H114O5,903.556,902.866626771,(2R)-3-(octadecyloxy)-2-[(9Z)-tetradec-9-enoyloxy]propyl tetracosanoate,(2R)-3-(octadecyloxy)-2-[(9Z)-tetradec-9-enoyloxy]propyl tetracosanoate,Nah,[H][C@@](COCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCCCCCCCCC)OC(=O)CCCCCCC\C=C/CCCC,"InChI=1S/C59H114O5/c1-4-7-10-13-16-19-22-24-26-28-29-30-31-32-33-35-38-40-43-46-49-52-58(60)63-56-57(64-59(61)53-50-47-44-41-37-21-18-15-12-9-6-3)55-62-54-51-48-45-42-39-36-34-27-25-23-20-17-14-11-8-5-2/h15,18,57H,4-14,16-17,19-56H2,1-3H3/b18-15-/t57-/m1/s1",KWSTWEQIGGYEMX-WYUVFQPTSA-N
2291,HMDB0047199,TG(24:0/16:1(9Z)/16:1(9Z)),C59H110O6,915.5011,914.830241252,"(2S)-2,3-bis[(9Z)-hexadec-9-enoyloxy]propyl tetracosanoate","(2S)-2,3-bis[(9Z)-hexadec-9-enoyloxy]propyl tetracosanoate",Nah,[H][C@](COC(=O)CCCCCCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCC\C=C/CCCCCC,"InChI=1S/C59H110O6/c1-4-7-10-13-16-19-22-25-26-27-28-29-30-31-32-35-37-40-43-46-49-52-58(61)64-55-56(65-59(62)53-50-47-44-41-38-34-24-21-18-15-12-9-6-3)54-63-57(60)51-48-45-42-39-36-33-23-20-17-14-11-8-5-2/h20-21,23-24,56H,4-19,22,25-55H2,1-3H3/b23-20-,24-21-/t56-/m1/s1",JKLQMZASXAUKDG-ZLUYPCRLSA-N
2292,HMDB0047200,TG(24:0/16:1(9Z)/18:1(11Z)),C61H114O6,943.577,942.861541391,(2S)-2-[(9Z)-hexadec-9-enoyloxy]-3-[(11Z)-octadec-11-enoyloxy]propyl tetracosanoate,(2S)-2-[(9Z)-hexadec-9-enoyloxy]-3-[(11Z)-octadec-11-enoyloxy]propyl tetracosanoate,Nah,[H][C@](COC(=O)CCCCCCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCC\C=C/CCCCCC)OC(=O)CCCCCCC\C=C/CCCCCC,"InChI=1S/C61H114O6/c1-4-7-10-13-16-19-22-25-27-28-29-30-31-32-34-37-39-42-45-48-51-54-60(63)66-57-58(67-61(64)55-52-49-46-43-40-35-24-21-18-15-12-9-6-3)56-65-59(62)53-50-47-44-41-38-36-33-26-23-20-17-14-11-8-5-2/h20-21,23-24,58H,4-19,22,25-57H2,1-3H3/b23-20-,24-21-/t58-/m1/s1",WBFSLXIVMFYBJL-GMFCVOFDSA-N
2293,HMDB0047201,TG(24:0/16:1(9Z)/18:1(9Z)),C61H114O6,943.577,942.861541391,(2S)-2-[(9Z)-hexadec-9-enoyloxy]-3-[(9Z)-octadec-9-enoyloxy]propyl tetracosanoate,(2S)-2-[(9Z)-hexadec-9-enoyloxy]-3-[(9Z)-octadec-9-enoyloxy]propyl tetracosanoate,Nah,[H][C@](COC(=O)CCCCCCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCC,"InChI=1S/C61H114O6/c1-4-7-10-13-16-19-22-25-27-28-29-30-31-32-34-37-39-42-45-48-51-54-60(63)66-57-58(67-61(64)55-52-49-46-43-40-35-24-21-18-15-12-9-6-3)56-65-59(62)53-50-47-44-41-38-36-33-26-23-20-17-14-11-8-5-2/h21,24,26,33,58H,4-20,22-23,25,27-32,34-57H2,1-3H3/b24-21-,33-26-/t58-/m1/s1",RKDUCRGKMCKYTN-DBLPNNMMSA-N
2294,HMDB0047202,TG(24:0/16:1(9Z)/20:1(11Z)),C63H118O6,971.631,970.89284152,(2S)-2-[(9Z)-hexadec-9-enoyloxy]-3-[(11Z)-icos-11-enoyloxy]propyl tetracosanoate,(2S)-2-[(9Z)-hexadec-9-enoyloxy]-3-[(11Z)-icos-11-enoyloxy]propyl tetracosanoate,Nah,[H][C@](COC(=O)CCCCCCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCCCC\C=C/CCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCC,"InChI=1S/C63H118O6/c1-4-7-10-13-16-19-22-25-27-29-30-31-32-34-36-39-41-44-47-50-53-56-62(65)68-59-60(69-63(66)57-54-51-48-45-42-37-24-21-18-15-12-9-6-3)58-67-61(64)55-52-49-46-43-40-38-35-33-28-26-23-20-17-14-11-8-5-2/h21,24,26,28,60H,4-20,22-23,25,27,29-59H2,1-3H3/b24-21-,28-26-/t60-/m1/s1",QYDPSHIZJLSVKM-MOBNGOAYSA-N
2295,HMDB0047203,"TG(24:0/16:1(9Z)/20:3(5Z,8Z,11Z))",C63H114O6,967.599,966.861541391,"(2S)-2-[(9Z)-hexadec-9-enoyloxy]-3-[(5Z,8Z,11Z)-icosa-5,8,11-trienoyloxy]propyl tetracosanoate","(2S)-2-[(9Z)-hexadec-9-enoyloxy]-3-[(5Z,8Z,11Z)-icosa-5,8,11-trienoyloxy]propyl tetracosanoate",Nah,[H][C@](COC(=O)CCCCCCCCCCCCCCCCCCCCCCC)(COC(=O)CCC\C=C/C\C=C/C\C=C/CCCCCCCC)OC(=O)CCCCCCC\C=C/CCCCCC,"InChI=1S/C63H114O6/c1-4-7-10-13-16-19-22-25-27-29-30-31-32-34-36-39-41-44-47-50-53-56-62(65)68-59-60(69-63(66)57-54-51-48-45-42-37-24-21-18-15-12-9-6-3)58-67-61(64)55-52-49-46-43-40-38-35-33-28-26-23-20-17-14-11-8-5-2/h21,24,26,28,35,38,43,46,60H,4-20,22-23,25,27,29-34,36-37,39-42,44-45,47-59H2,1-3H3/b24-21-,28-26-,38-35-,46-43-/t60-/m1/s1",IRMUTXUYWRLUGE-JTNZRJBRSA-N
2296,HMDB0047206,"TG(24:0/16:1(9Z)/18:2(9Z,12Z))",C61H112O6,941.561,940.845891326,"(2S)-2-[(9Z)-hexadec-9-enoyloxy]-3-[(9Z,12Z)-octadeca-9,12-dienoyloxy]propyl tetracosanoate","(2S)-2-[(9Z)-hexadec-9-enoyloxy]-3-[(9Z,12Z)-octadeca-9,12-dienoyloxy]propyl tetracosanoate",Nah,[H][C@](COC(=O)CCCCCCCCCCCCCCCCCCCCCCC)(COC(=O)CCCCCCC\C=C/C\C=C/CCCCC)OC(=O)CCCCCCC\C=C/CCCCCC,"InChI=1S/C61H112O6/c1-4-7-10-13-16-19-22-25-27-28-29-30-31-32-34-37-39-42-45-48-51-54-60(63)66-57-58(67-61(64)55-52-49-46-43-40-35-24-21-18-15-12-9-6-3)56-65-59(62)53-50-47-44-41-38-36-33-26-23-20-17-14-11-8-5-2/h17,20-21,24,26,33,58H,4-16,18-19,22-23,25,27-32,34-57H2,1-3H3/b20-17-,24-21-,33-26-/t58-/m1/s1",USMSEKIRTKUMEG-KQSPMYCLSA-N
2297,HMDB0047207,"TG(24:0/16:1(9Z)/18:3(6Z,9Z,12Z))",C61H110O6,939.545,938.830241262,"(2S)-2-[(9Z)-hexadec-9-enoyloxy]-3-[(6Z,9Z,12Z)-octadeca-6,9,12-trienoyloxy]propyl tetracosanoate","(2S)-2-[(9Z)-hexadec-9-enoyloxy]-3-[(6Z,9Z,12Z)-octadeca-6,9,12-trienoyloxy]propyl tetracosanoate",Nah,[H][C@](COC(=O)CCCCCCCCCCCCCCCCCCCCCCC)(COC(=O)CCCC\C=C/C\C=C/C\C=C/CCCCC)OC(=O)CCCCCCC\C=C/CCCCCC,"InChI=1S/C61H110O6/c1-4-7-10-13-16-19-22-25-27-28-29-30-31-32-34-37-39-42-45-48-51-54-60(63)66-57-58(67-61(64)55-52-49-46-43-40-35-24-21-18-15-12-9-6-3)56-65-59(62)53-50-47-44-41-38-36-33-26-23-20-17-14-11-8-5-2/h17,20-21,24,26,33,38,41,58H,4-16,18-19,22-23,25,27-32,34-37,39-40,42-57H2,1-3H3/b20-17-,24-21-,33-26-,41-38-/t58-/m1/s1",LBZONYRNSJMDKD-LSZOQQCOSA-N
