H1.CDF height,H2.CDF height,H21.CDF height,H22.CDF height,H23.CDF height,H24.CDF height,H25.CDF height,H3.CDF height,H31.CDF height,H32.CDF height,H33.CDF height,H34.CDF height,H35.CDF height,H4.CDF height,H41.CDF height,H42.CDF height,H43.CDF height,H44.CDF height,H45.CDF height,H5.CDF height,L1.CDF height,L2.CDF height,L21.CDF height,L22.CDF height,L23.CDF height,L24.CDF height,L25.CDF height,L3.CDF height,L31.CDF height,L32.CDF height,L33.CDF height,L34.CDF height,L35.CDF height,L4.CDF height,L41.CDF height,L42.CDF height,L43.CDF height,L44.CDF height,L45.CDF height,L5.CDF height,M1.CDF height,M2.CDF height,M21.CDF height,M22.CDF height,M23.CDF height,M24.CDF height,M25.CDF height,M3.CDF height,M31.CDF height,M32.CDF height,M33.CDF height,M34.CDF height,M35.CDF height,M4.CDF height,M41.CDF height,M42.CDF height,M43.CDF height,M44.CDF height,M45.CDF height,M5.CDF height,S1.CDF height,S2.CDF height,S21.CDF height,S22.CDF height,S23.CDF height,S24.CDF height,S25.CDF height,S3.CDF height,S31.CDF height,S32.CDF height,S33.CDF height,S34.CDF height,S35.CDF height,S4.CDF height,S41.CDF height,S42.CDF height,S43.CDF height,S44.CDF height,S45.CDF height,S5.CDF height
19735.57771,23094.72354,,,7397.740635,,32962.9089,22535.11038,25975.80603,,,21084.68725,,24690.23883,,,33282.21202,11302.25455,29591.39966,,,16777.3783,,20211.41293,15344.94017,19166.89273,18143.94993,22742.43595,19526.13497,15703.39462,20629.04656,20765.43192,23337.47094,15112.72901,28276.33734,32402.78773,28817.06182,21332.08283,,18333.28224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,15728.1783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8577.675669,,,,,,,,,9113.905841,14588.91148,11576.80132,20588.10518,,22361.78847,22641.43016,28733.99876,19367.38897,5933.008496,23180.27808,32229.45545,18940.91475,32446.25023,18700.91719,25124.13832,19641.56064,,25592.99437
,,,,,,,,,,,,7309.739054,,,,6425.526439,,,,17808.33713,16790.60948,24414.76961,12521.45234,15764.95156,32392.63681,14277.33059,16916.84796,13595.19582,11860.41546,20366.85346,14325.5531,,12982.71221,15483.93758,,13860.83844,12336.45324,,,7285.363146,9295.368647,,10073,9346,,11276.94247,12114.84915,15446.85299,11733.06822,12741.59664,15120,18245.41079,10301,15024.76073,10199.03612,5898.764989,8437.511621,7633.299078,13017,,,,,,,,,,,,,,,,,,,,
,,,,20673.33237,,,26063.56771,,,,,,,,,,24315.975,,,17171.47902,,28541.29787,22329.54551,22509.14101,21629.34739,20068.64066,29844.68881,13758.53273,12053.24784,21770.177,20209.94496,19717.61041,21805.15761,21604.75759,14550.71667,21189.01034,16686.66358,18518.09702,30381.28215,,,,,,,,,,,,,,,28696.8619,21397.27766,,,,,19514.31191,24765.22256,24913.97967,21699.89632,27177.55202,,25549.36981,,20434.13714,,23388.49878,,,,17940.89786,29763.85589,11935.51735,,14817.05081,31783.096
8654.874924,8200.209994,7696.792749,9324.756529,10087.68903,5866.000581,10870.99177,11677.86547,17651.81698,,10551.40949,9694.16556,12631.41796,9517.309818,,13216.69545,15657.56253,12768.30438,,16457.21215,8844.078703,11942.69256,21671.88767,14716.10321,,15175.06454,13241.93914,12323.1084,17635.70802,12216.6136,,11966.89743,13379.06401,13923.83166,12981.62859,6359.773112,7772.426841,12353.97452,7436.67315,17813.69543,12050.10435,14339.0688,12526.67677,18301.42281,12506.15032,16140.66719,17362.01906,22246.11986,14208.87701,18203.69294,21426.52004,24555.92927,31545.62598,16851.76953,16499.94784,16540.0043,12133.7846,14066.85584,5626.480285,23667.67642,19953.64601,,,,16542.56692,,26340.67678,,,,23476.47625,,21867.20389,,,16111.77163,,,,
,,,20799.42362,,,,,14780,,,,,,,,,,,,27649.41244,26656,29950.51942,22574.38938,28080,28918.31621,28658.83269,27829.01411,23609.58049,21312,29556.27863,21243.13334,21320,23679.04694,27292.37393,18224,26392,22632,20866.82189,26200.13522,17959.89988,19276.58287,19220.23475,17601.11871,23749.40884,,27783.33324,20400,27678.82703,22268.23569,22423.5008,25594.77879,31476.16107,25400.34899,25468.31696,18424.52257,22032,20599.96738,,27976.36316,,18089.76873,17107.51536,8958.950471,21624.16481,18924.67346,,18866.30817,19538.99002,,,,,19111.23082,,19629.64172,,,,20508.18118
15605.33139,,,,,,,9563.879915,15356.36982,,,22899.23018,20702.93002,14944.91823,,11508.28089,,14496.14768,12369.81474,10185.81995,,,,,,,,,,,,,,,,,,,,,,10584.14779,,11925.8311,,8240.40656,15728.85966,13455.59321,,12109.56198,17670.72331,23442.22287,31441.26131,,16891.34065,17431.42513,10349.24264,19434.58227,,19781.76078,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,11834.80521,15330.18142,14373.31571,19209.97617,16643.50631,26489.73475,22400,19082.58113,9265.433616,8162.30718,18016,12136.38252,21961.68138,21584.59996,,,15212.06401,16410.79475,25318.71178,30813.31892,,,,13096.86851,,,9659.685423,,16304.94131,13473.13816,,13919.39289,21645.56953,13803.45096,13948.22223,11381.5698,,,8260.19258,,,,,,,,,,,2835,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23550.16596,23237.80741,18198.18843,29874.87728,30575.81081,,9193.954017,,,,16673.11434,,17424,27901.54032,13213.08,8530,12860.35052,8172.582325,,
,29532.59373,10813.48575,,30298.83936,20682.6238,,,21727.3709,24443.87749,23361.79561,30556.97205,24524.5345,,,,,29263.75875,29066.39261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7176.45423,,51059.68207,,,,,,,,,,,,,,,,,,,,,,24080.72143,17516.78447,19700.44682,30301.88846,23951.11751,16587.7077,,,10878.73701,11698.82256,7773.431985,17117.73695,,5682.380042,16029.06378,,9760.64028,,
,13528.35399,8900.086786,,,17017.68204,21777.50519,8136.655909,11848.30388,20403.11551,10946.76998,12056.82735,20089.92741,,,10487.869,19027.42097,10554.74829,21331.66897,24321.19311,,,16211.53288,,,,21467.1567,,,,,,,,,28965.86636,,,,,11023.98479,14769.12281,,9112.356149,,10742.20937,,21273.40561,,6807.853226,12866.38808,,16792.04717,12931.01857,15694.50492,29595.26522,,11280.10898,6827.270648,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,21326.53468,19415.02203,20774.42261,12755.3931,29469.02032,24787.84567,27751.1947,,13388.30873,14838.55186,,,16461.7132,26477.17204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,8691.165304,22195.42766,18653.94277,,,17083.6822,16299.43067,,8742.462503,9744.733271,15775.17115,21868.67378,10619.93562,,28868.11218,,,,18681.04636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17981.22992,,,23464,,,,,18036.16045,,,14788.61652,,18945.70259,,,,17735.1474,,,19951.4312,20869.89072,28285.90565,17406.36404,17838.69912,22767.44249,24790.25576,24916.77621,18051.86938,,21355.83974,17848.99057,16733.14544,15788.09642,23146.1974,12116.54949,16667.75053,,19060.33706,26300.77244,13001.52184,16645.3971,23909.25881,16079.21729,25538.40447,,22823.29415,18683.00888,,19524.34903,16941.7868,24710.86159,,23582.79936,21411.12559,,14549.35077,16316.94383,,25366.02525,,11613.55609,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15322.52714,26313.9827,17956.63491,21157.44599,24582.21476,18072.49183,24425.55217,23710.49403,20093.80447,16759.52637,,11959.04026,25260.73287,19723.39298,21015.78281,14883.98385,13099.13529,,,
23965.18397,20362.48236,,,22365.43041,,,26055.58439,21376.04111,18642.30989,20422.57571,20810.62027,17973.97408,,,21280.05694,19591.53465,19797.16769,,23072.20594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16629.28159,,,,,,,,34282.59756,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,7392.069431,,,,,,5149.86247,4548.940501,3804.200494,,6872.753051,5247.285882,,,,,,,,,,,,,,,,,,,,,,,,,,,21240.9984,10513.5697,22760.62621,7226.227268,7900.449426,39574.34769,12495.82903,24058.27912,23443.12869,19537.66178,25272.69739,10579.84146,22317.64227,24860.89783,,21288.74816,8505.475537,15003.54911,,20730.90225
,,,,,,,,,,,,,,,,,,,,,,9719.049535,22311.41805,15853.05498,8039.317137,5176.500095,,9279.46352,23168.48569,12734.21405,,,11062.2109,,9970.891428,,7511.894753,,23848.1636,,,,,,,,,,,6520.008335,,,,,,,,,,,23725.6085,28187.44596,14807.56687,,,,19132.05986,18186.91601,14658.47242,24659.21692,,,17460.53986,,14308.38126,,,,
,,,,,,,,,,,,,,,,,,,,19573.6538,18744.35201,20795.6247,16527.09943,21605.12779,20769.22586,21007.42145,23720.45711,17983.31248,,21925.76967,,,18062.20396,19905.27748,,17938.3158,17444.47907,,18449.09368,,,13351.43013,,,20218.68545,22854.88394,22443.72783,22471.67593,16915.99636,17854.04846,,27289.4798,,24604.63828,,14721.9418,17486.81422,23728.62522,21471.07196,,,18039.56917,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5152.950233,13931.7105,10483.76003,12630,,,,19268.39062,22118.86007,12755.52076,,,18965.37338,15061.58097,14951.32195,11861.86687,,8723.649028,,13603.26568
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18434.36602,19146.16282,,21886.18857,23685.01033,,325361.9442,,16988.35243,,14844.34134,,19299.2639,22208.94545,16736,26812.13969,32702.12768,29104,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10917,14295.48168,,,21558.97342,16748.33105,,15466.42279,,13948.04516,14827.43046,15082.20493,20415.47725,,11240.73848,20201.30193,15055.4517,18386.92177,,19794.37404
,11400.43257,9062.055139,12463.50342,11448.62253,8817.614353,11398.58799,13369.25119,16389.23002,,11751.06867,12271,9859.006577,13478.25911,,13012.01707,,12230,,14435.31012,11628.62575,13040.10518,14974.94444,13381.72845,13405.63132,13951.04834,13179.37166,14161.70548,9805.084115,9348.297802,,9761.901656,11521.58314,10339.27683,13772.82666,,9847.73518,,11636.45214,17441.7639,,11767.7871,12066.25961,10903.49341,,,,13518.87609,,,15133.2837,,21217.65348,,17773.44911,12870,12595.54493,,,16079.04011,,,,,,,,,,,,,,,,,,,,
5927.354129,5590.956063,,12454.80331,,,,,12821.84646,,5161.874709,,,9030.921617,,9798.49872,8617.928416,7697.661187,,6952.082972,9134.581102,7998.819886,10296.74672,6083.235954,9055.118301,8483.627063,9301.130124,9550,7328.416166,6821.115057,8618.801746,7219.388214,6776.141511,5734.704396,9005.440848,5210.278144,9145.667504,8028.496607,7403.124867,8523.793795,6184.646463,9730.677736,,7381.550271,7746.199123,,8078.643775,,8671.948545,10800.77513,17450.69704,10398.12508,15196.72354,,,,20723.54429,15348.00754,,7734.911181,,13645.38329,,,7475.697178,6866.812483,,,,,,,,11784.07371,,,,,,6660.667625
,,,,,,,,,,,,,,,,,,,,8751.148647,12630.6643,,5571.714275,20681.66898,17142.97242,9610.315848,15878.40649,,,,8202.420842,6778.184379,,,,19238.73681,10290.13171,16920.35776,,,,,,,,3745.357949,,,,,,,,,,,,,,7518.832462,,,,,,,,,,,,,,,,,,,
,8368.700041,,6949.250249,,9442.986802,11669.1727,,,,,12826.803,20349.42157,8790.416928,,,12901.34559,4605.659475,9957.750974,19442.79245,11091.26276,3872.896374,20655.70458,3771,,8840.907695,14316.52663,8712.768284,,5158.670162,,7311.878642,,8590.339072,,,5497.547197,,,,,4774.880909,,,,,12691.69417,,,,14946.67772,,,7262.182292,,,,,20214.02394,11942.74604,4392.447473,7338.974721,,,5726.444667,15996.11523,8090.990813,,,,,,,,4389.963985,,,,,10384.05679
,,,,,,,,,,,,,7284.865823,,,7865.412375,,,,,28286.30435,22448.66784,,6835.926626,,18922.49001,20312.34347,14308.71455,6040.361633,,,7269.304961,7132.961385,15658.68529,16410.15934,,6648.716287,,34418.49309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4256.388467,6990.133277,,15225.16567,19980.09345,,,17078.22517,4431.633599,,7466.029336,,10469.39804,8314.943512,,,21610.44953,5151.677308,,
,,,,,,11683.52632,,9564.029859,12731.03757,9220.480138,13520.32445,9289.787473,,,8795.245376,15241.09413,9654.95061,19694.40593,11254.83238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5578.385082,,,,,,,,,,,,,,,,,,,,,,,,
2709.50122,7469.64219,,10315.26976,6176.152873,6136.607885,,8748.639375,5634.314773,,5964.094901,,,18673.53055,,5061.340826,7604.269201,,11054.81307,11292.4062,7987.112831,,3866.289885,4235.585737,5949.618527,9058.721243,19685.31207,16601.29231,7600.487527,,13105.42752,12234.31694,5681.375134,12135.12709,,,,7454.395622,,14354.85201,,5575.347904,,,6142.459566,,3097.044181,9642.354464,5744.632455,5230.301884,5593.681705,3215.048106,,,17031.36297,7100.531725,,5897.702819,,4852.246045,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,7195.772464,,,,,,,,,,,,35901.36568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6224.421505,18912.63069,10166.00033,11353.45984,16683.77658,15821.95269,14781.72127,18907.93352,,10883.51089,,,,18148.32403,12964.40138,,9152.847186,9162.541642,,
8733.763482,,,,9589.09124,,,9727.090624,,,,8823.458305,,11409.95088,,,,,,,6571.77012,,,9134.287657,18548.24659,15550.83491,6646.099916,16392.53616,7902.586241,4149.173108,10741.49244,6979.174398,7677.869862,9754.412609,6606.957278,,7283.810892,6914.865941,7571.213749,7872.520105,9266.010052,,,,,,13559.97812,,,,,,,,,,12579.58891,,,,,,,,,,,,9704.974105,,,,,,,,,,,
14567.38346,12045.83117,9051,,14725,11260.46667,11150.88336,14509,,11372.00051,12236.96647,15763.06799,12728,16932.14109,,11560.07442,12765,17595.72443,,12047.82161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7756.392741,,,,,,,,,15189.17555,16234.60026,14011.02961,18109.98205,,15538.61527,,,,,
,,,,,,,,,,,,,,,,,,,,,,,9839.194797,12718.06693,12153.21115,10276.54869,14241.11993,,6970.433764,9869.003234,12743.99976,,11457.85234,,,8779.191069,10608.54378,,17071.12375,,,,,,,,,,,,,11370.8312,,,5640.379643,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,7262.300422,,,11264.29253,,,7672.276009,,,,,,,,5215.961597,,14190.64161,,,,,,,,,,,,,,,,,8164.6701,,9458.247076,14715.33241,,6667.082343,,,16185.09189,11090.05638,14290.18542,15049.91683,5242.303911,20258.7485,,,6555.240769,13465.31988,11240.93108,5143.183371,10289.5935,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,14971.29273,25932.52773,10325.88466,,6249.948835,14369.16667,15117.23137,7381.151709,,14060.93833,,10907.54997,7591.755488,16909.43893,,,,,18126.88042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14970.18984,7640.307502,,9583.9807,4880.785004,,,,10929.9646,,,,,,,6510.602286,4623.937904,6660.05321,,,8208.973623,4992,6137.8456,5804,8494.631928,8358.999133,5227,5035.399043,,2910.839239,,,,,,,11946.99102,8949.18419,4882.132783,6390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18051.819,11558.79773,,,13286.44565,,,,16752.28462,24254.4873,15457.98211,23723.89488,14872.80509,12617.16482,9138.241624,,,,15091.41428,
,7528.215965,,,,7427.764998,13994.4236,12183.75718,,7986.908437,12326.99467,9578.751366,12870.44731,,,9995.842786,14457.12212,10680.50093,,12562.5016,,,,,,,,,,,,,,,,9165.187194,,,,,11246.5179,,,10452.06222,,,,11751.0677,,,,,,12162.38662,,12575.13605,,11443.03691,,,,,,,9392.106684,,10855.36731,10204.53141,,10362.78611,7475.939456,,9000.716773,,7238.966275,,,,,
,,12370.71457,,,,,,,10805.67212,,,,,,,,,,,,,15087.04691,,,,,,,,13339.67995,,,,,,5441.55532,,,16226.98136,3794.802083,,,11582.94276,8091.522456,,3449.963327,,11921.42157,6966.078952,,15632.16973,16629.47294,4244.159785,,,,13184.31876,,12015.71313,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6250.940721,7231.846774,,,,12791.3618,,,,,,8280.670432,,,,,,8230.959567,,,3886.775035,,10147.84898,3799.176949,3659.684079,,5641.600146,4113.462948,,,11344.84837,8621.746421,5167.66187,,3107.494843,,,11792.45793,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,35026.97906,25275.23975,,,19839.91572,12562.10927,,,4900.876323,14595.10217,11112.11403,,35994.73448,15838.92382,11362.67963,,,,,,,,,,,,,,,,,,,,,,,,19618.88232,,,,,,,,,,,30826.82978,,,,,,
,,,,,26042.01531,31854.6396,,,,,,,,,,,,,62506.63083,,,4080.867192,,6833.966523,7080.202829,5743.841358,23939.4017,,7316.428653,12488.09144,,11768.77558,,,,5833.876924,,,12873.32092,,13471.26389,,,,,,14954.09044,,,,,,,,,,14942.33224,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,3379.304882,,7724.232447,5454.955531,7646.448868,8022.110071,6259.134317,,,7857.498849,10911.37232,,5304.349878,5459.878034,5781.148987,10097.30553,,,9576.098023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4894.278477,4549.148367,2588,8072.051321,6312.538395,9666.538782,8584.63223,11003.43717,5865.455739,8041,,10727,3822.33717,6541,10663.58549,,4420.657352
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7863.54196,5372.281253,,,,5908.156515,,6299.484714,,7397.822717,6871.795426,5864.43284,8646,,8501.364078,10603,8327.548446,7052,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5210.990182,2745.109742,14172.39977,,11663.91309,,25428.45708,,20669.06403,9869.659177,8668.166224,16887.00128,10240.76949,8833.088761,26975.24315,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5475.97516,3288.66215,2624.561317,3639.555739,5034.398811,4069,4574.631418,4806.987218,4460.816227,4821.128568,5524.587934,4650.439631,6921.82546,2797.021962,8584.717372,4136.65447,6027.350124,5506.991314,3728.257803,3935.031769
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21715.20965,10208.07907,,25851.02111,7108.042379,10052,43218.64866,11500.95254,30253.51642,8421.277817,5999.479782,,8040.01423,,,,,,,4864.31819
,,,6279.802986,,,,3504.478901,5229.370083,3319.770503,,4879,8348.219888,6025.921242,,3215.54073,3986.357014,7748.843686,5004,,,,,,,,,,,6409.479769,,,,,,,,,5943.34322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,6407.615439,7964.814297,5652.836991,,5974.64996,5551.056368,,4620.548747,2921,,2421.96637,,,6869.660462,6396.310344,,,4227.924789,6363.431187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5411,,12482.30184,,3914.920736,12533.06055,6685.560193,17019.73963,,31916.72373,20037.04623,18375.01882,4356.012059,,,,24355.40725,,,,,,,,,,,,,,,,,,,,,,
